asv_id	eLA_NC_lib1	eLA1_lib1	eLA10_lib1	eLA11_lib1	eLA12_lib1	eLA13_lib1	eLA14_lib1	eLA15_lib1	eLA16_lib1	eLA17_lib1	eLA18_lib1	eLA19_lib1	eLA2_lib1	eLA20_lib1	eLA3_lib1	eLA4_lib1	eLA5_lib1	eLA6_lib1	eLA7_lib1	eLA8_lib1	eLA9_lib1	eLB_NC_lib1	eLB1_lib1	eLB10_lib1	eLB11_lib1	eLB12_lib1	eLB2_lib1	eLB3_lib1	eLB4_lib1	eLB5_lib1	eLB6_lib1	eLB7_lib1	eLB8_lib1	eLB9_lib1	ePA_NC_lib1	ePA1_lib1	ePA10_lib1	ePA11_lib1	ePA12_lib1	ePA2_lib1	ePA3_lib1	ePA4_lib1	ePA5_lib1	ePA6_lib1	ePA7_lib1	ePA8_lib1	ePA9_lib1	ePB_NC_lib1	ePB1_lib1	ePB10_lib1	ePB11_lib1	ePB12_lib1	ePB2_lib1	ePB3_lib1	ePB4_lib1	ePB5_lib1	ePB6_lib1	ePB7_lib1	ePB8_lib1	ePB9_lib1	ePC_NC_lib1	ePC1_lib1	ePC10_lib1	ePC11_lib1	ePC12_lib1	ePC2_lib1	ePC3_lib1	ePC4_lib1	ePC5_lib1	ePC6_lib1	ePC7_lib1	ePC8_lib1	ePC9_lib1	eSA_NC_lib1	eSA1_lib1	eSA10_lib1	eSA11_lib1	eSA12_lib1	eSA2_lib1	eSA3_lib1	eSA4_lib1	eSA5_lib1	eSA6_lib1	eSA7_lib1	eSA8_lib1	eSA9_lib1	eSB_NC_lib1	eSB1_lib1	eSB10_lib1	eSB11_lib1	eSB12_lib1	eSB2_lib1	eSB3_lib1	eSB4_lib1	eSB5_lib1	eSB6_lib1	eSB7_lib1	eSB8_lib1	eSB9_lib1	eSC_NC_lib1	eSC1_lib1	eSC10_lib1	eSC11_lib1	eSC12_lib1	eSC2_lib1	eSC3_lib1	eSC4_lib1	eSC5_lib1	eSC6_lib1	eSC7_lib1	eSC8_lib1	eSC9_lib1	NTC_lib1	PC_1_lib1	PC_2_lib1	eLC_NC_lib2	eLC1_lib2	eLC10_lib2	eLC11_lib2	eLC12_lib2	eLC2_lib2	eLC3_lib2	eLC4_lib2	eLC5_lib2	eLC6_lib2	eLC7_lib2	eLC8_lib2	eLC9_lib2	eNA_NC_lib2	eNA1_lib2	eNA10_lib2	eNA11_lib2	eNA12_lib2	eNA13_lib2	eNA14_lib2	eNA15_lib2	eNA16_lib2	eNA17_lib2	eNA18_lib2	eNA19_lib2	eNA2_lib2	eNA20_lib2	eNA3_lib2	eNA4_lib2	eNA5_lib2	eNA6_lib2	eNA7_lib2	eNA8_lib2	eNA9_lib2	eNAC1_lib2	eNAC10_lib2	eNAC11_lib2	eNAC12_lib2	eNAC2_lib2	eNAC3_lib2	eNAC4_lib2	eNAC5_lib2	eNAC6_lib2	eNAC7_lib2	eNAC8_lib2	eNAC9_lib2	eNB_NC_lib2	eNB1_lib2	eNB10_lib2	eNB11_lib2	eNB12_lib2	eNB2_lib2	eNB3_lib2	eNB4_lib2	eNB5_lib2	eNB6_lib2	eNB7_lib2	eNB8_lib2	eNB9_lib2	eNC_NC_lib2	iPA_NC_lib2	iPA1_lib2	iPA10_lib2	iPA11_lib2	iPA12_lib2	iPA2_lib2	iPA3_lib2	iPA4_lib2	iPA5_lib2	iPA6_lib2	iPA7_lib2	iPA8_lib2	iPA9_lib2	iPB_NC_lib2	iPB1_lib2	iPB10_lib2	iPB11_lib2	iPB12_lib2	iPB2_lib2	iPB3_lib2	iPB4_lib2	iPB5_lib2	iPB6_lib2	iPB7_lib2	iPB8_lib2	iPB9_lib2	iPC_NC_lib2	iPC1_lib2	iPC10_lib2	iPC11_lib2	iPC12_lib2	iPC2_lib2	iPC3_lib2	iPC4_lib2	iPC5_lib2	iPC6_lib2	iPC7_lib2	iPC8_lib2	iPC9_lib2	iSA_NC_lib2	iSA1_lib2	iSA10_lib2	iSA11_lib2	iSA12_lib2	iSA2_lib2	iSA3_lib2	iSA4_lib2	iSA5_lib2	iSA6_lib2	iSA7_lib2	iSA8_lib2	iSA9_lib2	NTC_lib2	PC_1_lib2	PC_2_lib2	LA1_lib3	LA10_lib3	LA11_lib3	LA12_lib3	LA13_lib3	LA14_lib3	LA15_lib3	LA16_lib3	LA17_lib3	LA18_lib3	LA19_lib3	LA2_lib3	LA20_lib3	LA3_lib3	LA4_lib3	LA5_lib3	LA6_lib3	LA7_lib3	LA8_lib3	LA9_lib3	LB1_lib3	LB10_lib3	LB11_lib3	LB12_lib3	LB2_lib3	LB3_lib3	LB4_lib3	LB5_lib3	LB6_lib3	LB7_lib3	LB8_lib3	LB9_lib3	LC_NC_lib3	LC1_lib3	LC10_lib3	LC11_lib3	LC12_lib3	LC2_lib3	LC3_lib3	LC4_lib3	LC5_lib3	LC6_lib3	LC7_lib3	LC8_lib3	LC9_lib3	NA_NC_lib3	NA1_lib3	NA10_lib3	NA11_lib3	NA12_lib3	NA13_lib3	NA14_lib3	NA15_lib3	NA16_lib3	NA17_lib3	NA18_lib3	NA19_lib3	NA2_lib3	NA20_lib3	NA3_lib3	NA4_lib3	NA5_lib3	NA6_lib3	NA7_lib3	NA8_lib3	NA9_lib3	NAC1_lib3	NAC10_lib3	NAC11_lib3	NAC12_lib3	NAC2_lib3	NAC3_lib3	NAC4_lib3	NAC5_lib3	NAC6_lib3	NAC7_lib3	NAC8_lib3	NAC9_lib3	NB_NC_lib3	NB1_lib3	NB10_lib3	NB11_lib3	NB12_lib3	NB2_lib3	NB3_lib3	NB4_lib3	NB5_lib3	NB6_lib3	NB7_lib3	NB8_lib3	NB9_lib3	NC_LA_lib3	NC_LB_lib3	NC_NC_lib3	NC_SB_lib3	NC_SC_lib3	NTC_lib3	PC_1_lib3	PC_2_lib3	SB1_lib3	SB10_lib3	SB11_lib3	SB12_lib3	SB2_lib3	SB3_lib3	SB4_lib3	SB5_lib3	SB6_lib3	SB7_lib3	SB8_lib3	SB9_lib3	SC1_lib3	SC10_lib3	SC11_lib3	SC12_lib3	SC2_lib3	SC3_lib3	SC4_lib3	SC5_lib3	SC6_lib3	SC7_lib3	SC8_lib3	SC9_lib3	Kingdom	Phylum	Class	Order	Family	Genus
ASV_7493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	15	9	4	13	4	2	0	0	0	0	1	3	27	6	6	30	33	17	0	5	0	4	0	50	38	11	7	42	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	5	1	2	0	2	0	0	3	0	0	0	15	8	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota	Nitrososphaeria	Group_1.1c		
ASV_7729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	112	15	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	35	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	29	10	4	0	0	0	0	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales		
ASV_7743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	7	6	40	4	4	0	1	0	0	0	0	2	15	12	8	0	0	0	0	2	0	0	6	10	109	49	64	32	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota				
ASV_7745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	50	32	20	0	0	1	2	0	0	0	0	1	85	45	74	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	12	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota	Thermoprotei			
ASV_7746	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	16	67	0	8	43	0	0	32	0	0	0	0	0	1	2	6	3	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	16	110	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus_Nitrosotalea
ASV_7768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	162	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	25	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	6	76	9	0	0	0	0	Archaea	Thermoplasmatota				
ASV_7810	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	23	83	14	0	0	0	0	0	0	0	0	0	0	2	6	30	18	18	0	5	40	0	0	1	0	0	0	1	11	2	0	0	0	0	0	0	0	2	2	15	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota	Nitrososphaeria	Marine_Benthic_Group_A		
ASV_7935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	1	14	0	6	0	54	113	0	0	0	0	0	0	0	5	14	0	0	1	1	0	0	0	0	0	0	38	29	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	23	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus_Nitrosotalea
ASV_7976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	8	0	0	0	0	0	0	0	0	0	0	0	0	5	1	7	0	5	40	0	0	0	0	0	0	3	1	19	0	0	28	80	29	0	0	0	0	0	26	34	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota				
ASV_8012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	42	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	28	8	0	0	1	2	0	9	4	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	5	0	0	0	0	0	19	46	29	9	0	0	0	0	0	0	0	0	0	0	3	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	
ASV_8014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	41	20	23	0	0	2	0	1	9	26	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus_Nitrosotalea
ASV_8062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	4	0	12	0	0	0	103	14	22	15	0	3	5	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	34	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	31	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Thermoplasmatota				
ASV_8086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1	8	4	3	1	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	7	55	56	93	76	24	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	9	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Crenarchaeota	Thermoprotei			
ASV_8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	8	0	0	0	25	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	0	4	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	6	2	0	0	0	0	0	0	0	1	0	1	0	14	12	33	29	19	0	7	0	0	0	0	1	7	6	5	7	1	0	0	2	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	2	12	1	0	0	0	0	0	4	0	2	11	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	Thermoplasmatota	Thermoplasmata			
